"idno","typesamp","interva","telnum","agea_1","gendera1","type","access","physa","littera","vandaa","psu","prob","vote","prtvtbgb","prtclbgb","prtdgcl","ctzcntr","ctzshipc","brncntr","cntbrthc","cgtsmke","cgtsday","alcfreq","alcwkdy","alcwknd","hhmmb","gndr","agea","eisced","pdwrk","edctn","uempla","uempli","rtrd","wrkctra","hinctnta","region","alcohol_day"
100000141,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",9363,0.00020306164012234,"Yes","Labour",NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Several times a week",73,0,1,"Male",72,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","D - 9th decile","North East (England)",4.85714285714286
100000143,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9387,0.00010153082006117,"Yes","Liberal Democrat","Green Party","Quite close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Once a week",18,0,2,"Male",36,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","South East (England)",1.83673469387755
100000145,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9344,0.00010153082006117,"Yes","Labour",NA,NA,"Yes",NA,"Yes",NA,"I have never smoked",0,"Several times a week",34,90,2,"Female",30,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","Scotland",36.4
100000147,"Address","Complete and valid interview related to CF","Refused",NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9454,0.00020306164012234,"Yes","Green Party",NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"2-3 times a month",0,118,1,"Male",34,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","S - 6th decile","South West (England)",NA
100000148,"Address","Complete and valid interview related to CF","Refused",NA,NA,"Single unit: Detached house","Yes, entry phone and locked gate/door","Very good","None or almost none","None or almost none",9490,0.0000406123280244681,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Never",NA,NA,5,"Male",31,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","Limited",NA,"London",0
100000152,"Address","Complete and valid interview related to CF","Present","40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",9358,0.00010153082006117,"Yes","Liberal Democrat","Labour","Quite close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Every day",314,121,2,"Male",63,"ES-ISCED V2, higher tertiary education, >= MA level","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","D - 9th decile","London",258.857142857143
100000153,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",9297,0.0000676872133741134,"Yes","Labour",NA,NA,"Yes",NA,"No",NA,"I have never smoked",0,"Less than once a month",18,18,3,"Female",26,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","No contract","C - 3rd decile","London",0.493714285714286
100000156,"Address","Complete and valid interview related to CF","Refused","40 to 59","Female","Farm","No, neither of these","Very good","None or almost none","None or almost none",9406,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"No","Ireland","I don't smoke now but I used to",0,"Several times a week",24,48,2,"Female",68,"ES-ISCED V2, higher tertiary education, >= MA level","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","H - 10th decile","East of England",24.9714285714286
100000157,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9384,0.00010153082006117,"Yes",NA,NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Several times a week",17,17,2,"Female",75,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","No contract",NA,"East Midlands (England)",22.4
100000158,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","No, neither of these","Bad","None or almost none","None or almost none",9501,0.00020306164012234,"No",NA,"UK Independence Party","Not close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Less than once a month",18,18,1,"Male",50,"ES-ISCED IIIb, lower tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","F - 5th decile","South East (England)",0.00261224489795918
100000159,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9417,0.00010153082006117,"Yes","Conservative","Conservative","Not close","Yes",NA,"Yes",NA,"I have only smoked a few times",0,"Every day",32,74,4,"Female",40,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","South East (England)",44
100000167,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",9504,0.0000338436066870567,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Once a week",0,33,6,"Female",22,"ES-ISCED IIIa, upper tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","P - 8th decile","Wales",2.97959183673469
100000168,"Address","Complete and valid interview related to CF","Present",NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Small amount","Small amount",9402,0.00020306164012234,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke but not every day",4,"Once a week",114,0,2,"Male",26,"ES-ISCED V1, lower tertiary education, BA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","D - 9th decile","London",NA
100000170,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9284,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",2,"Several times a week",24,72,4,"Female",27,"ES-ISCED IV, advanced vocational, sub-degree","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","M - 4th decile","East Midlands (England)",19.1428571428571
100000171,"Address","Complete and valid interview related to CF","Refused",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9246,0.00010153082006117,"Yes","Conservative","Conservative","Not close","Yes",NA,"Yes",NA,"I have never smoked",0,"Every day",24,48,2,"Female",68,"ES-ISCED V2, higher tertiary education, >= MA level","Not marked","Not marked","Not marked","Not marked","Marked","Limited",NA,"West Midlands (England)",30.8571428571429
100000174,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9450,0.0000507654100305851,"Not eligible to vote",NA,"UK Independence Party","Quite close","No",NA,"No",NA,"I have never smoked",0,"Once a month",64,16,5,"Male",18,"ES-ISCED IIIb, lower tier upper secondary","Not marked","Marked","Not marked","Not marked","Not marked","Limited","P - 8th decile","South East (England)",0.293877551020408
100000175,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9431,0.00010153082006117,"Yes","Conservative",NA,NA,"Yes",NA,"Yes",NA,"I have never smoked",0,"2-3 times a month",36,55,2,"Male",54,"ES-ISCED V1, lower tertiary education, BA level","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","F - 5th decile","West Midlands (England)",NA
100000176,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9423,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have only smoked a few times",0,"Once a week",17,18,1,"Male",74,"ES-ISCED IIIb, lower tier upper secondary","Not marked","Not marked","Not marked","Not marked","Marked","Limited","C - 3rd decile","Scotland",1.58367346938775
100000180,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",9252,0.00010153082006117,"Yes",NA,NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Several times a week",48,48,2,"Male",69,"ES-ISCED IIIb, lower tier upper secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited","C - 3rd decile","Scotland",17.6
100000181,"Address","Complete and valid interview related to CF","Present","40 to 59","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",9349,0.00010153082006117,"Yes","Conservative",NA,NA,"Yes",NA,"No",NA,"I have never smoked",0,"Never",NA,NA,3,"Female",31,"ES-ISCED IIIa, upper tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","H - 10th decile","South West (England)",0
100000182,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9241,0.00020306164012234,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I smoke daily",10,"Less than once a month",17,17,2,"Female",27,"ES-ISCED IIIa, upper tier upper secondary","Marked","Not marked","Not marked","Not marked","Not marked","No contract","C - 3rd decile","Scotland",NA
100000183,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9444,0.00010153082006117,"Yes","Labour","Labour","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Never",NA,NA,2,"Female",88,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","No contract","R - 2nd decile","East of England",0
100000184,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",9396,0.00010153082006117,"Yes","Labour",NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Every day",42,74,2,"Female",85,"ES-ISCED II, lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","No contract",NA,"Scotland",51.1428571428571
100000185,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",9373,0.00010153082006117,"Yes","Conservative","Conservative","Quite close","Yes",NA,"Yes",NA,"I have never smoked",0,"Once a month",0,8,2,"Female",77,"ES-ISCED II, lower secondary","Not marked","Not marked","Not marked","Not marked","Not marked","Unlimited","D - 9th decile","East of England",0.0304761904761905
100000186,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",9245,0.0000676872133741134,"Not eligible to vote",NA,NA,NA,"No","Poland","No","Poland","I have never smoked",0,"Several times a week",24,48,3,"Male",28,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Not marked","No contract",NA,"East Midlands (England)",NA
100000189,"Address","Complete and valid interview related to CF","Present",NA,NA,"Single unit: Semi-detached house","No, neither of these","Bad","Small amount","None or almost none",9300,0.00010153082006117,"No",NA,NA,NA,"Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Several times a week",28,109,2,"Male",29,"ES-ISCED V2, higher tertiary education, >= MA level","Marked","Not marked","Not marked","Not marked","Not marked","Unlimited","M - 4th decile","Scotland",43.7142857142857
100000193,"Address","Complete and valid interview related to CF","Refused",NA,NA,"Multi-unit: Sheltered/retirement housing","No, neither of these","Very good","None or almost none","None or almost none",9272,0.00020306164012234,"Yes","Labour","Labour","Very close","Yes",NA,"Yes",NA,"I don't smoke now but I used to",0,"Never",NA,NA,1,"Male",80,"ES-ISCED I , less than lower secondary","Not marked","Not marked","Not marked","Not marked","Marked","Unlimited",NA,"North West (England)",0
